course_id,major_group,total_enrollments,most_common_grade,most_common_level,most_common_term,timing,timing_grade
KEY-192A,Other,4,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
KEY-192B,Exercise Science,2,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
KEY-192B,Health Promotion,1,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
KEY-192C,Anatomy and Physiology,10,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
KEY-192C,Behavioral and Cognitive Neuroscience,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
KEY-192C,Cell and Molecular Neuroscience,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
KEY-192C,Environmental and Public Health,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
KEY-192C,Exercise Science,14,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
KEY-192C,Health Promotion,7,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
KEY-192C,Microbiology and Infectious Disease,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
KEY-192C,Other,5,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
KEY-272,Anatomy and Physiology,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
KEY-272,Cell and Molecular Neuroscience,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
KEY-272,Environmental and Public Health,1,W,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | W
KEY-272,Exercise Science,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
KEY-272,Health Promotion,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LAND-110,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LAND-220,Anatomy and Physiology,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LARA-250,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LARA-250,Microbiology and Infectious Disease,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-100,Anatomy and Physiology,8,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LASL-100,Behavioral and Cognitive Neuroscience,3,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LASL-100,Cell and Molecular Neuroscience,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-100,Environmental and Public Health,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LASL-100,Exercise Science,8,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-100,Health Promotion,3,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
LASL-100,Microbiology and Infectious Disease,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LASL-100,Neuroscience,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LASL-101,Anatomy and Physiology,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-101,Behavioral and Cognitive Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LASL-101,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LASL-101,Environmental and Public Health,1,D,Junior,Spring,Junior (Spring),Junior (Spring) | D
LASL-101,Exercise Science,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-101,Health Promotion,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LASL-101,Microbiology and Infectious Disease,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LASL-200,Anatomy and Physiology,5,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LASL-200,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LASL-200,Cell and Molecular Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LASL-200,Environmental and Public Health,1,C+,Junior,Fall,Junior (Fall),Junior (Fall) | C+
LASL-200,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LASL-200,Health Promotion,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LASL-200,Microbiology and Infectious Disease,3,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
LASL-201,Anatomy and Physiology,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-201,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LASL-201,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-201,Microbiology and Infectious Disease,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LASL-304,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LASL-304,Microbiology and Infectious Disease,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LASL-347,Anatomy and Physiology,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
LB-173,Anatomy and Physiology,7,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LB-173,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LB-173,Cell and Molecular Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LB-173,Exercise Science,4,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LB-173,Health Promotion,6,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LB-173,Microbiology and Infectious Disease,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LB-173,Other,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LB-205,Anatomy and Physiology,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
LB-300,Anatomy and Physiology,8,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LB-300,Microbiology and Infectious Disease,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
LB-360,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LCHI-100,Behavioral and Cognitive Neuroscience,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LCHI-100,Health Promotion,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
LCHI-100,Microbiology and Infectious Disease,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LCHI-101,Health Promotion,1,A-,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A-
LCHI-200,Health Promotion,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
LCHI-200,Microbiology and Infectious Disease,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LCHI-201,Health Promotion,1,C+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C+
LCHI-304,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LCHI-304,Health Promotion,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
LCHI-305,Behavioral and Cognitive Neuroscience,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LCHI-305,Health Promotion,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LCHI-380A1,Behavioral and Cognitive Neuroscience,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
LCHI-380A1,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LCHI-400,Behavioral and Cognitive Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LCHI-480A1,Health Promotion,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
LFRE-100,Anatomy and Physiology,4,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LFRE-100,Exercise Science,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LFRE-100,Health Promotion,1,B-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B-
LFRE-101,Anatomy and Physiology,2,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LFRE-101,Behavioral and Cognitive Neuroscience,1,B+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B+
LFRE-101,Exercise Science,3,A+,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A+
LFRE-200,Anatomy and Physiology,2,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LFRE-200,Behavioral and Cognitive Neuroscience,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LFRE-200,Exercise Science,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LFRE-201,Exercise Science,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
LFRE-201,Microbiology and Infectious Disease,1,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
LFRE-251,Microbiology and Infectious Disease,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
LFRE-300,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LFRE-300,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LFRE-300,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LFRE-300,Microbiology and Infectious Disease,2,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
LFRE-301,Anatomy and Physiology,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LFRE-313,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LFRE-335,Anatomy and Physiology,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LFRE-365,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LFRE-365,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LFRE-400,Anatomy and Physiology,1,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
LFRE-433A,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
LGEN-465E,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LGER-100,Anatomy and Physiology,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LGER-100,Behavioral and Cognitive Neuroscience,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LGER-100,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LGER-100,Microbiology and Infectious Disease,2,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LGER-101,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LGER-101,Exercise Science,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
LGER-101,Health Promotion,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LGER-101,Microbiology and Infectious Disease,1,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
LGER-251,Anatomy and Physiology,5,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LGER-251,Exercise Science,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
LGER-251,Microbiology and Infectious Disease,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LGER-345,Cell and Molecular Neuroscience,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LGER-400,Cell and Molecular Neuroscience,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LGER-434,Cell and Molecular Neuroscience,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
LIFE-102,Anatomy and Physiology,408,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LIFE-102,Behavioral and Cognitive Neuroscience,112,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LIFE-102,Cell and Molecular Neuroscience,49,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LIFE-102,Environmental and Public Health,49,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LIFE-102,Exercise Science,620,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
LIFE-102,Health Promotion,251,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
LIFE-102,Microbiology and Infectious Disease,122,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LIFE-102,Neuroscience,18,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
LIFE-102,Other,66,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
LIFE-103,Anatomy and Physiology,25,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-103,Behavioral and Cognitive Neuroscience,5,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
LIFE-103,Cell and Molecular Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
LIFE-103,Environmental and Public Health,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-103,Exercise Science,73,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
LIFE-103,Health Promotion,17,D,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | D
LIFE-103,Microbiology and Infectious Disease,21,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-103,Other,6,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
LIFE-162,Anatomy and Physiology,16,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LIFE-162,Behavioral and Cognitive Neuroscience,3,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LIFE-162,Environmental and Public Health,3,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LIFE-162,Exercise Science,13,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LIFE-162,Health Promotion,3,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LIFE-162,Microbiology and Infectious Disease,5,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LIFE-162,Other,1,C+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C+
LIFE-201B,Anatomy and Physiology,55,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Behavioral and Cognitive Neuroscience,88,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Cell and Molecular Neuroscience,41,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Environmental and Public Health,2,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
LIFE-201B,Exercise Science,11,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Health Promotion,2,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
LIFE-201B,Microbiology and Infectious Disease,9,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Neuroscience,7,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LIFE-201B,Other,6,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LIFE-205,Anatomy and Physiology,2,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
LIFE-205,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LIFE-205,Exercise Science,4,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LIFE-205,Health Promotion,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LIFE-210,Anatomy and Physiology,339,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-210,Behavioral and Cognitive Neuroscience,94,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-210,Cell and Molecular Neuroscience,48,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-210,Environmental and Public Health,1,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
LIFE-210,Exercise Science,17,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-210,Health Promotion,2,W,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | W
LIFE-210,Microbiology and Infectious Disease,8,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LIFE-210,Neuroscience,5,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LIFE-210,Other,6,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LIFE-211,Anatomy and Physiology,10,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LIFE-211,Behavioral and Cognitive Neuroscience,4,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LIFE-211,Cell and Molecular Neuroscience,6,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LIFE-211,Neuroscience,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
LIFE-320,Anatomy and Physiology,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-320,Exercise Science,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LIFE-320,Health Promotion,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
LIFE-320,Microbiology and Infectious Disease,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LIFE-320,Other,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
LITA-200,Cell and Molecular Neuroscience,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
LITA-201,Health Promotion,1,C+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C+
LJPN-100,Anatomy and Physiology,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LJPN-100,Microbiology and Infectious Disease,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LJPN-100,Other,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LJPN-101,Anatomy and Physiology,2,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LJPN-101,Microbiology and Infectious Disease,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
LJPN-200,Anatomy and Physiology,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LJPN-200,Exercise Science,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LJPN-200,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LJPN-201,Anatomy and Physiology,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
LJPN-201,Exercise Science,1,B-,Junior,Spring,Junior (Spring),Junior (Spring) | B-
LJPN-201,Microbiology and Infectious Disease,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
LJPN-304,Anatomy and Physiology,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
LJPN-304,Exercise Science,1,B-,Junior,Fall,Junior (Fall),Junior (Fall) | B-
LJPN-304,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
LJPN-305,Anatomy and Physiology,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
LJPN-305,Exercise Science,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
LJPN-352A,Anatomy and Physiology,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
LJPN-352A,Exercise Science,1,B+,Senior,Summer,Senior (Summer),Senior (Summer) | B+
LJPN-352A,Microbiology and Infectious Disease,1,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
LKOR-100,Anatomy and Physiology,4,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LKOR-100,Environmental and Public Health,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
LKOR-101,Anatomy and Physiology,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
LKOR-200,Anatomy and Physiology,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LKOR-200,Behavioral and Cognitive Neuroscience,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
LKOR-201,Behavioral and Cognitive Neuroscience,1,A-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A-
LKOR-300,Behavioral and Cognitive Neuroscience,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LRUS-100,Microbiology and Infectious Disease,1,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
LSPA-100,Anatomy and Physiology,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
LSPA-100,Cell and Molecular Neuroscience,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-100,Exercise Science,1,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
LSPA-100,Health Promotion,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
LSPA-101,Anatomy and Physiology,6,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LSPA-101,Exercise Science,4,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
LSPA-101,Health Promotion,4,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
LSPA-101,Microbiology and Infectious Disease,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-108,Anatomy and Physiology,4,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
LSPA-108,Exercise Science,2,C,Senior,Spring,Senior (Spring),Senior (Spring) | C
LSPA-108,Other,1,D,Freshman,Spring,Freshman (Spring),Freshman (Spring) | D
LSPA-200,Anatomy and Physiology,14,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LSPA-200,Exercise Science,8,A-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A-
LSPA-200,Health Promotion,1,C+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C+
LSPA-200,Microbiology and Infectious Disease,4,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-200,Other,2,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
LSPA-201,Anatomy and Physiology,18,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
LSPA-201,Behavioral and Cognitive Neuroscience,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LSPA-201,Exercise Science,12,B-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B-
LSPA-201,Health Promotion,3,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
LSPA-201,Microbiology and Infectious Disease,3,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LSPA-208,Microbiology and Infectious Disease,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LSPA-300,Anatomy and Physiology,21,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-300,Behavioral and Cognitive Neuroscience,3,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
LSPA-300,Cell and Molecular Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LSPA-300,Environmental and Public Health,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LSPA-300,Exercise Science,5,B+,Junior,Spring,Junior (Spring),Junior (Spring) | B+
LSPA-300,Health Promotion,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LSPA-300,Microbiology and Infectious Disease,6,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-300,Neuroscience,1,F,Freshman,Fall,Freshman (Fall),Freshman (Fall) | F
LSPA-301,Anatomy and Physiology,10,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
LSPA-301,Behavioral and Cognitive Neuroscience,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
LSPA-301,Environmental and Public Health,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
LSPA-301,Exercise Science,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
LSPA-301,Health Promotion,1,A-,Junior,Spring,Junior (Spring),Junior (Spring) | A-
LSPA-301,Microbiology and Infectious Disease,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
